user_id:token	item_id:token	rating:float	timestamp:float
537	378	2	886032154
758	228	3	881977021
894	236	4	880416177
749	1092	3	878850703
328	810	3	885049535
541	623	3	883874778
848	32	5	887042871
327	1070	4	887744513
763	972	3	878918333
181	1162	1	878962392
537	271	2	886028791
405	1558	1	885549506
479	655	4	879460959
405	1307	1	885546529
50	1008	5	877052805
907	143	5	880159982
450	965	4	882394364
601	210	4	876350060
764	496	5	876244991
707	309	2	880684605
593	131	4	876506731
435	587	3	884132403
892	826	2	886610523
92	1211	3	876175395
681	1105	3	885409742
195	500	4	876617344
320	252	2	884749532
682	4	3	888521599
851	1023	3	875730601
181	360	1	878962005
707	811	4	886287531
70	1030	2	884151801
642	1531	3	886569226
593	70	5	875658983
648	123	4	884366184
359	831	3	886453402
472	1002	4	883904649
454	1299	2	888266991
845	1434	4	885409719
802	563	3	875985976
387	650	2	886480163
707	1255	3	880061252
798	1282	3	875296234
279	992	4	889151559
293	257	2	888904696
62	207	3	879375676
782	1292	3	891499700
682	583	2	888517587
31	1020	3	881548030
127	901	5	884363990
901	35	4	877131685
312	537	5	891698516
311	700	3	884365852
385	37	4	880013483
422	358	2	875129640
193	24	2	889125880
326	670	3	879877387
128	633	4	879967729
279	1121	4	875310101
256	566	5	882164559
306	741	1	876504286
329	534	3	891656639
15	927	4	879456381
771	768	4	880659867
655	1368	5	888474285
773	1475	4	888539027
559	863	5	891033956
524	95	3	884636617
354	953	3	891218208
339	469	5	891032633
515	1430	3	887658604
303	364	2	879544153
807	398	3	893082268
322	92	4	887314073
183	176	3	891466266
492	654	4	879969323
2	287	3	888551235
120	744	4	889490522
637	1344	4	882901356
416	416	4	886319038
774	511	3	888556483
589	336	1	883352535
798	839	4	875638649
592	1264	4	882955460
846	57	2	883949121
375	684	4	886622066
586	1042	4	884065773
394	24	5	880889350
450	1518	4	887138957
181	1354	1	878962496
249	583	4	879640918
561	40	2	885810834
301	426	4	882076967
889	943	3	880178512
622	532	3	882591091
592	1275	3	882956624
815	417	5	878694664
409	1537	4	881106605
405	586	4	885548136
198	549	3	884208518
90	753	4	891385751
532	601	3	888629518
305	251	5	886321764
373	241	5	877100326
286	455	1	889652378
894	275	4	882404137
782	1296	3	891498030
648	1626	1	884795447
279	1501	1	889231898
363	256	3	891499542
43	631	2	883955675
223	1291	3	891550431
647	490	4	876532145
846	787	4	883949335
782	1662	4	891500110
399	560	3	882352404
393	1224	3	889555176
405	1405	1	885549745
405	1552	1	885546636
279	464	4	875310041
457	28	5	882396989
280	866	3	891701997
145	761	4	882182850
293	124	4	888904696
409	491	2	881109019
174	396	1	886515104
366	672	5	888858078
452	212	2	885490812
848	108	5	887040302
152	487	5	882474587
854	499	4	882813537
200	758	3	884127370
782	1537	3	891500066
719	382	2	879360965
181	1363	1	878962279
405	1346	1	885549790
161	48	1	891170745
642	1033	3	886569278
450	1425	4	882471737
328	798	2	885048159
682	468	5	888517869
747	1170	2	888733182
507	345	5	889964202
406	444	3	879792928
592	654	5	882955703
305	664	2	886324462
405	1429	1	885549903
224	468	4	888104030
650	159	3	891370093
747	887	5	888638335
94	510	5	885873089
890	667	2	882404652
637	676	3	882903767
239	753	5	889179478
145	569	4	877343156
406	23	4	879446529
911	151	5	892840916
13	226	4	882397651
279	1247	2	875659924
749	755	4	878848866
189	120	1	893264954
867	50	5	880078027
822	71	4	891037465
625	705	3	891262983
436	546	3	887771826
279	666	2	890451373
463	1067	2	877385531
157	1302	5	874813703
823	234	4	878438608
59	611	3	888204309
587	876	2	892871536
455	581	3	879111763
328	1015	3	885047737
707	279	3	886285627
505	495	3	889333823
712	722	3	874957086
642	862	4	892241015
654	367	4	887864923
188	1213	2	875074847
293	1147	4	888907081
617	868	4	883788820
362	268	2	885019435
798	83	4	875303683
23	1004	3	874788318
416	898	4	885114374
445	1528	2	891200355
270	1148	5	876955042
58	1098	4	884304936
232	425	4	888549790
279	1497	2	890780576
782	1096	2	891499699
727	207	5	883710889
151	512	5	879524712
181	1378	1	878962169
373	139	3	877111422
863	348	2	889289456
571	32	2	883355063
668	896	4	882818549
143	1038	3	888407656
384	333	4	891273509
666	1451	3	880139614
94	293	4	891724044
254	112	2	886473631
763	234	3	878923288
637	936	4	882902487
109	790	2	880580662
938	742	3	891356702
796	1297	2	893047504
782	1138	2	891499699
296	279	4	884196640
363	144	4	891494865
787	1671	1	888980193
181	1259	1	878962496
500	971	5	883876093
471	140	5	889827918
782	1609	1	891499439
167	1126	5	892738418
704	154	3	891398702
932	131	4	891250525
373	566	4	877105809
178	203	4	882826242
212	191	3	879303830
159	1025	2	893256139
99	1079	3	885679504
188	877	2	875071361
450	1521	3	882812350
561	130	4	885810429
284	903	4	885329238
200	43	3	884129814
224	556	1	888103942
782	1652	1	891500230
537	83	4	886030891
751	1446	2	889298694
593	40	1	875671757
916	217	4	880845282
883	1656	5	891692168
181	1085	1	878962623
593	366	4	875671255
665	24	3	884291300
428	908	4	885944024
726	832	5	889832807
184	164	3	889911434
244	92	4	880602478
435	318	5	884131385
85	1070	4	879453809
663	1324	3	889492473
683	323	3	893283903
62	921	2	879375287
293	636	4	888906576
41	486	4	890687305
174	553	5	886513674
286	888	5	884583549
399	1459	3	882345473
200	141	4	884129346
58	497	2	884305123
460	129	3	882912261
721	995	3	877137447
118	853	5	875385228
62	1077	3	879374607
416	795	2	892440060
747	409	1	888733595
387	969	3	886480163
504	1118	3	887911035
56	623	3	892910268
279	1239	1	884982882
234	412	2	892336322
345	294	3	884901497
345	1017	2	884991303
872	405	4	888479151
528	1618	1	888521905
312	836	5	891698921
144	19	4	888103929
727	1446	3	883712123
186	98	5	891719859
592	1082	3	882608625
911	374	1	892841118
10	371	4	877886912
60	445	5	883326273
280	764	4	891701685
537	259	1	886029116
486	1598	5	879874583
932	497	5	891249933
94	685	4	891722382
655	533	2	887651114
698	588	4	886367558
896	578	2	887160653
537	1019	1	886031606
739	1431	5	886825529
43	1057	2	884029777
474	836	3	887926804
843	590	3	879443544
620	993	5	889987954
682	1311	3	888518035
405	1553	1	885548632
474	434	4	887928562
368	448	3	889783365
480	1388	4	891207665
201	1423	3	884140853
437	1211	4	881001208
650	402	3	891383272
532	796	5	888635445
291	1217	3	874834850
256	188	5	882164559
145	650	4	875273120
586	849	3	884062742
686	806	5	879546319
498	649	3	881961745
870	77	3	879714103
416	95	3	878879688
35	332	4	875459237
409	1176	4	881104838
543	1524	4	874866319
189	1403	4	893265921
693	1232	2	875483114
209	766	4	883460644
294	930	3	889242704
303	1508	1	879544130
42	203	4	881107413
207	1023	3	875506634
60	505	4	883326710
393	794	4	889730117
671	1597	1	884035892
474	218	4	887927588
131	19	4	883681418
2	314	1	888980085
267	391	3	878973675
405	670	1	885548384
450	1284	3	887139594
500	215	1	883874528
308	179	4	887736584
642	928	5	886131546
405	1548	1	885547952
308	523	4	887737084
330	570	4	876547674
389	481	5	879991147
519	908	5	883250148
234	646	3	892335500
936	1160	5	886833795
661	173	4	876014469
193	1407	3	889126146
655	642	3	887430714
269	1397	4	891450575
798	988	3	875295469
913	741	4	881037004
234	1452	4	892335342
243	1281	5	879989217
405	522	1	885545975
176	297	3	886047918
782	1667	3	891500110
145	592	3	888398867
83	254	2	880327839
399	1543	3	882509891
735	327	3	876698022
276	734	1	877935262
512	1238	4	888578602
807	1411	1	893082619
368	379	4	889783562
110	739	4	886988937
393	805	2	889555410
757	549	5	888468540
378	1037	2	880334476
224	1152	3	888104313
843	392	2	879447377
727	809	4	883713082
175	869	3	877107500
646	1022	4	888528955
279	1500	5	875306613
457	471	4	882393421
532	1502	1	874796400
354	1085	3	891219432
82	412	1	884714513
433	340	3	880585162
533	627	2	879439593
13	463	5	882140318
234	1451	3	892078343
334	125	3	891544925
699	1093	3	880696051
576	280	5	886985003
7	669	1	892132020
217	233	4	889069878
668	286	4	881523612
141	290	1	884584817
645	772	3	892055728
655	1516	3	887474630
697	245	3	882621621
387	1198	3	886479575
874	521	5	888633311
291	631	5	874871479
933	471	3	874854611
189	96	5	893265971
293	1264	3	888905582
392	495	3	891038401
758	316	5	888020827
110	326	4	886987417
416	1053	4	886319434
655	1186	3	888984538
311	622	3	884364437
224	1053	3	888104281
825	870	3	880931932
727	386	2	883712805
18	964	3	880132252
126	752	3	887855342
863	288	4	889288911
502	243	3	883702945
73	175	5	888625785
840	462	3	891205287
334	131	4	891547744
542	208	4	886532881
276	1199	4	888873674
533	595	2	887032451
798	805	4	875743813
864	1140	1	888892491
864	1425	2	888890475
354	1063	3	891218230
279	1274	3	875314001
309	331	5	877370356
624	824	2	879793582
200	982	2	891825589
201	61	2	884111986
420	19	3	891356927
207	1378	3	877878714
311	420	1	884366334
788	726	4	880871128
688	1127	5	884153606
181	1395	1	878961847
152	1301	5	884018462
429	726	2	882386751
934	949	3	891197678
537	557	3	886032245
59	608	4	888204502
308	1252	3	887741604
174	1262	5	886434566
881	476	2	879052198
286	537	4	889651402
548	696	4	891415912
883	1131	5	891695570
335	678	3	891567251
16	79	5	877727122
524	107	3	884628284
682	925	3	888520923
222	48	5	878181592
306	1514	4	876504614
694	1455	3	875727061
405	1027	1	885548048
881	49	5	876538986
152	133	5	882474845
606	432	5	880926339
663	984	3	889491690
655	46	4	887523403
788	436	3	880871127
592	751	3	882955258
707	696	4	880061405
181	1355	1	878963086
299	1214	2	889502528
22	405	1	878888067
618	731	2	891309514
405	1576	1	885549464
788	556	2	880871128
354	936	4	891216607
1	102	2	889751736
160	969	1	876861185
463	930	1	889936180
167	48	1	892738277
406	481	3	879446168
655	297	4	888474107
84	529	5	883453108
130	820	5	876251312
504	1133	3	887910871
661	425	4	886841714
417	537	4	880949849
739	288	1	886825083
752	1243	4	891207939
825	982	5	881184695
782	680	1	891498865
269	1361	4	891446756
628	1296	5	880777096
618	693	3	891307540
328	1518	3	885049503
405	777	1	885548275
807	699	4	892528515
846	513	5	883947589
234	1460	3	892335460
841	1294	5	889067507
912	427	5	875965830
522	543	4	876961076
246	198	4	884922196
838	254	3	887065606
314	764	3	877886816
313	176	4	891013713
699	20	4	879147239
101	1057	2	877136789
496	659	3	876065822
833	5	1	879818535
889	1262	3	880182270
454	98	1	888266433
747	875	3	888638455
848	484	5	887043040
295	941	4	879518359
260	1243	5	890618729
130	800	4	875802237
69	886	4	882027284
56	1092	3	892911573
477	846	4	875942042
102	510	4	888801316
506	356	3	874874630
228	938	1	889387173
896	1240	4	887159012
197	2	3	891409981
13	861	3	882139774
161	274	2	891172070
943	1330	3	888692465
666	269	5	880314564
90	1134	3	891385752
392	589	4	891038946
593	193	4	886193361
608	490	4	880405824
254	584	3	886473283
654	283	5	887863471
437	684	3	880382747
896	1351	2	887160399
892	946	3	886610996
390	989	5	879693677
227	405	2	879035934
476	67	4	883365218
624	1016	3	879793582
263	188	5	891299031
145	1248	3	875272195
254	103	2	886476123
425	217	1	878738914
291	46	4	874868045
428	312	4	885944005
144	65	4	888106182
291	627	4	875086991
64	515	5	889737478
213	463	5	878956000
503	347	5	884637610
393	376	4	889730011
143	347	5	888407741
143	286	2	888407586
642	739	5	886568838
845	346	3	885409493
864	443	4	888890639
85	234	4	882995015
293	462	4	888905819
524	943	3	884636453
452	1204	4	875560150
194	1112	3	879527999
897	141	4	879991403
409	1242	2	881106087
216	824	3	880233253
94	101	2	891720996
374	1322	3	880394000
796	1001	2	893219180
782	1405	2	891499213
59	969	3	888204802
303	387	5	879485401
393	391	3	889731703
129	678	1	883245452
873	307	3	891392360
157	407	4	886891218
767	1121	5	891462917
736	532	4	878709365
486	117	3	879874939
83	151	3	880306745
176	262	4	886047292
279	396	3	875314231
457	372	4	882548382
782	1600	3	891500066
106	923	4	881453355
846	955	3	883948720
416	997	3	876699526
11	57	2	891904552
262	96	4	879793022
452	203	3	875275561
49	594	3	888068245
587	687	1	892871683
854	492	4	882814333
655	770	2	892011201
480	1121	4	891208689
394	141	3	880888815
805	719	4	881705389
456	177	4	881373900
790	298	5	884461849
233	828	4	875508169
537	530	4	886030768
480	642	4	891208822
463	301	5	889936512
442	665	2	883390139
936	1368	5	886832337
936	1163	5	886833099
394	773	4	881060053
7	598	3	891353801
452	805	4	875562441
393	622	4	889555074
367	670	4	876690021
660	17	1	891265453
276	34	2	877934264
896	1471	1	887235026
474	604	4	887926059
393	540	3	889731753
201	37	2	884114635
620	1043	4	889988340
181	1151	1	878963304
825	840	4	880757103
246	410	1	884923175
738	227	4	875353533
264	762	3	886122771
437	215	3	880140325
741	742	4	891455766
524	837	2	884637467
782	1663	2	891499700
445	1601	1	891199533
749	637	1	878850456
331	1100	2	877196634
763	111	2	878918871
621	871	3	881445723
195	1084	4	888737345
791	328	4	879448087
63	591	3	875747581
206	1175	1	888180049
591	954	3	891031403
804	671	3	879445493
64	919	4	889739834
592	457	1	882607779
325	47	3	891478712
943	42	5	888639042
279	804	4	875744416
397	853	4	885350045
301	802	2	882078883
294	343	4	889241511
639	199	3	891239155
312	8	5	891699263
561	537	4	885808866
181	1357	1	878962240
747	844	4	888640136
851	1254	1	875730895
690	384	3	881177804
312	601	5	891699067
389	383	2	881384649
894	827	3	880993766
833	1597	5	875225193
883	745	5	891694431
474	653	4	887926999
577	218	3	880475269
882	211	4	879867431
181	1348	1	878962200
42	999	4	881108982
111	1024	3	891679939
854	268	3	882811865
620	769	4	889987706
418	899	5	891282706
696	234	4	886404617
373	487	4	877098177
405	1297	1	885546577
622	1406	3	882671381
393	905	3	887742851
500	964	4	883874557
508	514	5	883767301
336	88	2	877757910
783	334	3	884326461
305	425	4	886324486
38	35	5	892433801
428	334	4	885943847
18	430	4	880130155
373	645	5	877098599
297	92	3	875239346
305	2	2	886324580
870	244	3	875051043
313	633	5	891014597
643	721	2	892502531
600	651	4	888451492
707	1251	4	880059647
159	96	4	884360539
293	460	3	888905005
198	27	2	884208595
846	1311	2	883950712
157	120	1	886891243
760	1037	5	875668781
308	805	4	887739471
158	745	4	880135044
294	282	3	877821796
405	308	1	885549942
519	1592	5	883250148
682	719	2	888521982
463	1216	3	877387935
181	1376	1	878963167
717	405	3	884642738
773	1555	4	888540618
373	380	4	877112017
561	469	4	885809099
472	419	4	875982337
454	275	2	888267419
13	625	2	882398691
682	790	3	888521942
506	46	3	874874802
892	1091	2	886611079
731	507	3	886184771
159	293	4	880485879
880	179	4	880175735
669	117	1	891260577
864	1248	3	888891628
264	637	4	886122446
442	240	2	883388833
934	963	5	891192914
201	956	4	884140522
798	1032	3	875639212
450	476	4	882469306
453	568	3	888207161
110	55	3	886988449
807	1084	4	892529519
883	589	5	891754985
195	1418	4	891762646
574	1313	4	891278916
363	652	4	891495143
280	925	4	891701723
655	1281	3	891585477
756	1652	1	874828198
826	431	5	885690636
495	507	4	888633316
194	991	2	879520306
301	233	4	882077872
833	379	2	875224178
758	652	5	881975853
790	143	3	885156193
537	1006	2	886032245
189	1402	4	893266051
746	281	3	885075434
83	465	4	880308578
595	979	3	886921847
727	1437	2	883713082
747	530	5	888734041
486	1120	3	879875465
621	147	3	880738282
846	1050	4	883949046
287	100	5	888177364
894	509	4	882404278
181	1383	1	878962086
452	945	4	888323595
704	185	4	891398702
72	210	4	880037242
13	860	1	882396984
405	1556	1	885549635
846	94	4	883950711
851	696	3	874728338
501	293	4	883347823
639	194	4	891240160
118	816	3	875385335
655	359	3	887424883
236	88	2	890116709
244	743	5	880602170
174	1254	1	886434421
484	95	4	891195773
724	1432	1	883758208
38	940	1	892434742
207	393	4	877838977
230	233	1	880485513
32	405	4	883718008
896	422	3	887159972
279	1037	1	888806543
130	565	3	880396541
221	847	4	875244051
334	221	5	891544904
21	674	2	874951897
405	1441	1	885546835
409	1512	5	881106947
682	585	4	888522021
606	925	4	880922566
611	896	3	891636152
655	872	3	888685879
721	393	5	877138200
737	173	4	884314970
435	1133	2	884133224
387	919	5	886479575
110	722	3	886989028
144	105	2	888104767
478	403	2	889398645
806	157	3	882387974
291	1471	3	874834914
308	107	4	887741150
734	821	2	891023086
747	736	5	888732899
379	158	1	885063748
477	756	4	875940755
711	475	5	876185673
843	446	3	879443442
890	737	3	882917152
378	402	4	880045856
92	49	3	875907416
327	264	2	887743725
592	1319	1	882608234
805	346	4	883766007
766	182	4	891309053
796	859	2	893218622
819	533	4	884618086
919	1258	3	875289453
13	678	3	882140792
747	1427	2	888639594
64	475	5	889738993
691	170	5	875543395
385	1110	2	879446566
721	937	3	877137359
453	471	4	888205557
417	1247	3	880953033
11	356	4	891906327
181	1337	1	878963121
606	404	4	880925200
330	102	4	876546586
859	846	5	885775612
49	1003	2	888068651
804	1188	2	879446245
116	903	2	890632956
405	710	4	885547268
200	24	2	884127370
896	1437	1	887161564
836	292	5	885753475
402	628	3	876267067
200	229	5	884129696
426	648	3	879441931
660	219	1	891406212
798	1003	3	875639478
518	1011	4	876823645
805	1232	3	881703472
321	485	4	879439787
592	782	2	882956510
655	1630	3	887428735
937	116	4	876769080
6	298	3	883599558
161	582	1	891170800
405	1317	1	885549746
89	936	5	879461219
896	751	4	887235605
151	761	3	879542813
36	1026	5	882157581
918	704	4	891988123
747	192	5	888639014
637	833	1	882905070
782	1382	3	891500109
305	1104	4	886323779
697	263	1	882621714
145	120	2	888398563
345	43	3	884993890
268	388	1	875743979
493	201	5	884131089
758	39	2	881974931
201	461	4	884113924
56	373	4	892910950
660	680	2	891405088
405	142	1	885549004
308	175	5	887736999
606	1190	3	889137308
407	131	3	875552400
495	1110	4	888637147
619	363	2	885954215
255	406	1	883216358
145	1132	3	875271522
835	157	4	891033526
840	132	4	891204356
264	844	1	886124097
374	274	4	880393668
546	457	1	885139608
726	1059	5	889832806
682	922	3	888517816
394	1371	2	880886546
64	959	4	889739903
537	262	5	886028446
762	270	4	878718855
782	1644	2	891500110
533	526	2	879191265
881	226	3	876538400
378	807	3	880334199
665	1225	2	884294286
880	575	3	880175077
393	1185	3	889728606
361	387	3	879441008
291	54	4	874834963
11	716	3	891905058
500	509	4	883874216
405	1577	1	885549506
773	37	3	888540352
370	608	4	879434860
295	843	4	879517994
537	693	4	886031786
798	162	3	876177353
833	1154	4	875039101
276	931	2	874836682
374	758	1	882158481
841	270	4	889067045
293	1267	3	888906966
13	852	1	882396869
239	443	5	889181015
500	1057	3	883877359
496	1614	3	876070690
662	93	5	880571006
543	1174	3	876894981
92	925	3	875640214
479	670	3	879461530
158	283	5	880132421
219	179	5	889492687
221	1208	3	875247565
805	952	5	881704553
279	1242	1	888797284
880	39	4	880167731
331	182	4	877196567
114	1104	5	881260352
387	203	4	886483330
754	307	3	879451191
58	1104	2	884305679
460	20	4	882912469
863	1678	1	889289570
312	593	5	891698987
13	867	5	882399615
417	1411	3	880952418
233	276	5	877665324
893	358	2	874828296
432	109	2	889416188
234	842	4	892334045
621	692	4	874962614
430	1347	5	877226047
6	423	3	883602501
523	1195	5	883700969
239	484	5	889179095
883	124	5	891717419
126	337	5	887938392
307	193	3	879205470
620	35	3	889988340
655	385	3	887429669
130	374	4	875217392
882	1444	4	879877245
57	105	3	883698009
338	516	5	879438366
288	234	4	886374473
345	1008	3	884991267
749	480	5	878847328
23	219	1	874788187
814	219	4	885411030
724	1434	1	883757597
64	591	4	889740394
457	388	2	882551343
619	809	1	885954238
738	144	5	892844079
43	660	4	883955859
90	382	5	891383835
271	480	4	885848475
495	379	5	888636870
291	237	4	874805668
279	1435	3	892174339
782	256	2	891500150
807	510	5	892529401
405	1221	1	885546155
614	717	4	879465414
532	1312	4	888631036
524	506	4	884634938
529	984	4	882535353
655	1155	3	887474289
798	1539	2	876177839
842	1395	4	891218060
181	1360	1	878962119
75	460	5	884050829
43	482	4	875981421
655	1136	2	887427568
144	262	3	888103444
532	482	5	888629254
429	672	2	882387551
145	460	1	875271312
224	1163	2	888104154
293	729	2	888907145
293	627	2	888906338
524	1553	3	884635136
660	432	4	891199104
178	483	4	882826210
405	375	1	885546835
399	587	3	882351626
6	493	5	883601713
883	919	4	891692713
214	1129	4	892668249
887	760	5	881378669
360	297	4	880354484
798	576	3	875639324
1	35	1	878542420
68	596	2	876974023
407	525	4	875046427
91	474	3	891438947
910	357	4	880821718
342	1057	2	875318783
608	1172	5	880404636
487	136	5	883445606
200	984	3	884125996
167	1200	4	892738384
592	969	4	882956718
618	785	3	891309351
914	1406	4	887123886
472	400	5	892791062
194	1408	1	879555267
782	1144	3	891499243
267	1035	4	878973971
363	741	3	891495338
663	1017	2	889492679
846	60	4	883948606
312	489	5	891699321
312	213	5	891699067
899	1016	3	884120149
833	1427	3	875131974
293	411	2	888905170
18	152	3	880130515
478	1521	3	889397343
134	1	5	891732756
460	146	4	882912370
416	803	3	886319177
396	406	2	884646468
758	342	4	881295151
269	723	1	891448643
387	532	3	886480970
782	984	2	891498821
474	28	4	887924619
327	92	4	887748006
707	882	4	879439382
933	583	3	874854217
201	1193	4	884111873
796	768	2	893219065
13	491	4	882140166
178	491	4	882827247
67	105	4	875379683
279	1437	3	892173418
425	1314	3	878738813
537	873	2	886029211
18	95	4	880131297
746	229	2	885075399
409	484	4	881107310
586	17	5	884060807
495	1263	4	888636062
650	525	3	891369954
504	295	4	887831567
435	432	3	884132968
13	314	1	884538485
308	11	5	887737837
682	699	3	888523658
782	1255	2	891500194
537	937	3	886029488
245	1033	5	888513522
794	473	4	891036222
463	1014	2	889936324
620	706	3	889987706
655	867	4	887427307
387	769	1	886481851
553	1124	4	879948695
894	1315	3	879896985
833	176	2	875038850
85	464	5	882996119
654	1020	4	887864566
