key,value,percent
"(1442, 1)",41,0.022515101592531575
"(2067, 1)",257,0.1411312465678199
"(1265, 1)",1106,0.6073585941790225
"(1370, 1)",541,0.2970895112575508
"(1801, 1)",197,0.10818231740801758
"(1372, 1)",498,0.27347611202635913
"(2353, 1)",468,0.257001647446458
"(3334, 1)",212,0.11641954969796815
"(2427, 1)",412,0.22624931356397585
"(590, 1)",687,0.3772652388797364
"(1196, 1)",1460,0.8017572762218561
"(1552, 1)",475,0.26084568918176826
"(736, 1)",505,0.2773201537616694
"(1198, 1)",1208,0.6633717737506865
"(593, 1)",1256,0.6897309170785283
"(2359, 1)",340,0.18671059857221306
"(95, 1)",314,0.17243272926963207
"(2717, 1)",269,0.14772103239978035
"(2571, 1)",1266,0.6952224052718287
"(1917, 1)",542,0.29763866007688083
"(2396, 1)",1207,0.6628226249313564
"(3735, 1)",237,0.1301482701812191
"(1953, 1)",412,0.22624931356397585
"(1597, 1)",379,0.20812740252608458
"(3809, 1)",365,0.20043931905546403
"(1954, 1)",500,0.2745744096650192
"(1955, 1)",201,0.11037891268533773
"(235, 1)",444,0.24382207578253706
"(1124, 1)",178,0.09774848984074684
"(1957, 1)",312,0.171334431630972
"(163, 1)",260,0.14277869302581
"(21, 1)",649,0.3563975837451949
"(165, 1)",379,0.20812740252608458
"(1090, 1)",552,0.3031301482701812
"(380, 1)",690,0.37891268533772654
"(2501, 1)",296,0.16254805052169138
"(349, 1)",479,0.2630422844590884
"(457, 1)",958,0.5260845689181768
"(1096, 1)",165,0.09060955518945635
"(920, 1)",553,0.30367929708951125
"(459, 1)",59,0.032399780340472265
"(1527, 1)",667,0.3662822624931356
"(3418, 1)",648,0.35584843492586493
"(1385, 1)",233,0.12795167490389894
"(3451, 1)",162,0.08896210873146623
"(3095, 1)",225,0.12355848434925865
"(780, 1)",776,0.42613948380010985
"(498, 1)",21,0.011532125205930808
"(2728, 1)",190,0.1043382756727073
"(2002, 1)",350,0.19220208676551345
"(1784, 1)",730,0.40087863811092805
"(2943, 1)",67,0.036792970895112576
"(2006, 1)",487,0.2674354750137287
"(318, 1)",1096,0.6018671059857221
"(1968, 1)",724,0.3975837451949478
"(3678, 1)",50,0.027457440966501923
"(1244, 1)",326,0.17902251510159253
"(356, 1)",1032,0.5667215815485996
"(1245, 1)",167,0.09170785282811642
"(3893, 1)",380,0.2086765513454146
"(1247, 1)",593,0.3256452498627128
"(3421, 1)",562,0.3086216364634816
"(1641, 1)",571,0.31356397583745194
"(1394, 1)",672,0.36902800658978585
"(3534, 1)",353,0.19384953322350357
"(104, 1)",345,0.18945634266886327
"(2735, 1)",211,0.1158704008786381
"(1431, 1)",108,0.05930807248764415
"(3868, 1)",454,0.24931356397583745
"(1079, 1)",598,0.328390993959363
"(2997, 1)",1106,0.6073585941790225
"(1615, 1)",113,0.06205381658429435
"(1291, 1)",793,0.4354750137287205
"(653, 1)",300,0.16474464579901152
"(2167, 1)",374,0.20538165842943437
"(1580, 1)",1351,0.741900054914882
"(3619, 1)",34,0.018671059857221308
"(1049, 1)",214,0.11751784733662822
"(1261, 1)",310,0.1702361339923119
"(552, 1)",271,0.14881933003844042
"(1266, 1)",459,0.25205930807248766
"(733, 1)",635,0.3487095002745744
"(1378, 1)",260,0.14277869302581
"(1379, 1)",172,0.09445359692476661
"(3552, 1)",412,0.22624931356397585
"(1304, 1)",620,0.3404722679846238
"(2470, 1)",418,0.22954420647995608
"(3168, 1)",209,0.11477210323997804
"(2617, 1)",477,0.26194398682042835
"(3671, 1)",528,0.2899505766062603
"(2871, 1)",335,0.18396485447556288
"(2115, 1)",527,0.28940142778693023
"(1136, 1)",734,0.4030752333882482
"(2081, 1)",506,0.27786930258099946
"(2951, 1)",234,0.128500823723229
"(1214, 1)",963,0.528830313014827
"(1036, 1)",762,0.4184514003294893
"(3702, 1)",508,0.27896760021965955
"(2366, 1)",355,0.19494783086216363
"(1387, 1)",739,0.4058209774848984
"(3527, 1)",596,0.3272926963207029
"(1201, 1)",363,0.19934102141680396
"(2947, 1)",411,0.2257001647446458
"(1240, 1)",994,0.5458539264140582
"(2987, 1)",867,0.47611202635914335
"(2333, 1)",300,0.16474464579901152
"(1175, 1)",171,0.09390444810543658
"(39, 1)",655,0.35969247666117515
"(288, 1)",338,0.185612300933553
"(2337, 1)",54,0.029654036243822075
"(1535, 1)",56,0.030752333882482153
"(1392, 1)",112,0.061504667764964306
"(1466, 1)",374,0.20538165842943437
"(860, 1)",5,0.0027457440966501922
"(1683, 1)",93,0.051070840197693576
"(866, 1)",296,0.16254805052169138
"(1684, 1)",29,0.015925315760571115
"(2770, 1)",469,0.25755079626578803
"(215, 1)",84,0.04612850082372323
"(1759, 1)",25,0.013728720483250962
"(501, 1)",51,0.02800658978583196
"(506, 1)",54,0.029654036243822075
"(1250, 1)",490,0.26908292147171886
"(3793, 1)",883,0.48489840746842394
"(509, 1)",277,0.15211422295442065
"(41, 1)",105,0.057660626029654036
"(2058, 1)",387,0.21252059308072488
"(3799, 1)",59,0.032399780340472265
"(47, 1)",566,0.31081823174080175
"(2700, 1)",688,0.37781438769906645
"(296, 1)",1043,0.5727622185612301
"(581, 1)",64,0.03514552443712246
"(1617, 1)",1141,0.6265788028555739
"(728, 1)",99,0.054365733113673806
"(299, 1)",72,0.039538714991762765
"(3079, 1)",59,0.032399780340472265
"(2560, 1)",84,0.04612850082372323
"(1909, 1)",486,0.26688632619439867
"(224, 1)",175,0.09610104338275673
"(3728, 1)",71,0.03898956617243273
"(229, 1)",47,0.02580999450851181
"(6, 1)",436,0.23942888522789676
"(3006, 1)",403,0.2213069741900055
"(1046, 1)",38,0.02086765513454146
"(800, 1)",317,0.1740801757276222
"(50, 1)",843,0.46293245469522243
"(52, 1)",198,0.10873146622734761
"(1191, 1)",87,0.047775947281713346
"(1192, 1)",43,0.023613399231191653
"(3081, 1)",456,0.2504118616144975
"(377, 1)",796,0.4371224601867106
"(1268, 1)",154,0.08456891817682592
"(3083, 1)",197,0.10818231740801758
"(3513, 1)",295,0.16199890170236134
"(2428, 1)",258,0.1416803953871499
"(2282, 1)",149,0.08182317408017573
"(3514, 1)",42,0.023064250411861616
"(1554, 1)",68,0.037342119714442616
"(1912, 1)",460,0.25260845689181766
"(2716, 1)",1044,0.5733113673805601
"(1485, 1)",329,0.18066996155958265
"(2289, 1)",476,0.2613948380010983
"(162, 1)",258,0.1416803953871499
"(1127, 1)",843,0.46293245469522243
"(3016, 1)",198,0.10873146622734761
"(2070, 1)",126,0.06919275123558484
"(1704, 1)",791,0.4343767160900604
"(3163, 1)",118,0.06479956068094453
"(2437, 1)",49,0.026908292147171883
"(2291, 1)",864,0.4744645799011532
"(1635, 1)",268,0.1471718835804503
"(1279, 1)",90,0.04942339373970346
"(2721, 1)",38,0.02086765513454146
"(2723, 1)",427,0.23448654585392642
"(1921, 1)",310,0.1702361339923119
"(2725, 1)",49,0.026908292147171883
"(1923, 1)",690,0.37891268533772654
"(2580, 1)",358,0.19659527732015375
"(3386, 1)",388,0.21306974190005493
"(3744, 1)",192,0.10543657331136738
"(968, 1)",344,0.18890719384953322
"(896, 1)",29,0.015925315760571115
"(3020, 1)",254,0.13948380010982978
"(1788, 1)",49,0.026908292147171883
"(176, 1)",104,0.057111477210323995
"(461, 1)",36,0.019769357495881382
"(1429, 1)",148,0.08127402526084569
"(2159, 1)",104,0.057111477210323995
"(1715, 1)",7,0.003844041735310269
"(1643, 1)",133,0.07303679297089512
"(3249, 1)",150,0.08237232289950576
"(3176, 1)",613,0.33662822624931354
"(1719, 1)",174,0.09555189456342669
"(2806, 1)",106,0.058209774848984076
"(2734, 1)",228,0.12520593080724876
"(1649, 1)",101,0.05546403075233388
"(321, 1)",32,0.01757276221856123
"(2013, 1)",306,0.16803953871499178
"(3100, 1)",313,0.17188358045030203
"(2952, 1)",94,0.05161998901702362
"(1794, 1)",81,0.044481054365733116
"(2599, 1)",820,0.4503020318506315
"(1500, 1)",526,0.28885227896760024
"(2959, 1)",673,0.36957715540911584
"(1509, 1)",8,0.004393190554640308
"(1722, 1)",403,0.2213069741900055
"(1650, 1)",27,0.014827018121911038
"(908, 1)",703,0.38605161998901705
"(1653, 1)",498,0.27347611202635913
"(2384, 1)",253,0.13893465129049973
"(1729, 1)",348,0.19110378912685339
"(3476, 1)",273,0.14991762767710048
"(2890, 1)",524,0.28775398132894014
"(3113, 1)",253,0.13893465129049973
"(16, 1)",338,0.185612300933553
"(2029, 1)",32,0.01757276221856123
"(194, 1)",93,0.051070840197693576
"(551, 1)",604,0.3316858868753432
"(1513, 1)",363,0.19934102141680396
"(3046, 1)",40,0.021965952773201538
"(2318, 1)",153,0.08401976935749589
"(1517, 1)",554,0.3042284459088413
"(1089, 1)",609,0.3344316309719934
"(3260, 1)",256,0.14058209774848984
"(913, 1)",472,0.2591982427237781
"(1730, 1)",76,0.04173531026908292
"(3409, 1)",341,0.1872597473915431
"(2607, 1)",40,0.021965952773201538
"(1449, 1)",232,0.12740252608456892
"(1732, 1)",488,0.26798462383305877
"(1733, 1)",42,0.023064250411861616
"(2390, 1)",155,0.08511806699615596
"(1734, 1)",113,0.06205381658429435
"(3266, 1)",65,0.0356946732564525
"(3267, 1)",241,0.13234486545853927
"(3624, 1)",508,0.27896760021965955
"(2395, 1)",608,0.33388248215266336
"(1594, 1)",169,0.0928061504667765
"(2683, 1)",657,0.36079077429983525
"(412, 1)",148,0.08127402526084569
"(2759, 1)",232,0.12740252608456892
"(994, 1)",240,0.13179571663920922
"(1884, 1)",135,0.07413509060955518
"(1885, 1)",263,0.14442613948380012
"(272, 1)",171,0.09390444810543658
"(24, 1)",310,0.1702361339923119
"(3051, 1)",71,0.03898956617243273
"(348, 1)",225,0.12355848434925865
"(2323, 1)",16,0.008786381109280615
"(1093, 1)",309,0.1696869851729819
"(29, 1)",180,0.09884678747940692
"(562, 1)",216,0.1186161449752883
"(1095, 1)",271,0.14881933003844042
"(1529, 1)",21,0.011532125205930808
"(2188, 1)",135,0.07413509060955518
"(497, 1)",309,0.1696869851729819
"(202, 1)",19,0.01043382756727073
"(1747, 1)",437,0.23997803404722678
"(2908, 1)",430,0.23613399231191654
"(1966, 1)",87,0.047775947281713346
"(3499, 1)",404,0.22185612300933552
"(353, 1)",313,0.17188358045030203
"(32, 1)",720,0.3953871499176277
"(1243, 1)",155,0.08511806699615596
"(1897, 1)",69,0.03789126853377265
"(1171, 1)",253,0.13893465129049973
"(3786, 1)",124,0.06809445359692477
"(34, 1)",858,0.471169686985173
"(357, 1)",609,0.3344316309719934
"(36, 1)",486,0.26688632619439867
"(714, 1)",72,0.039538714991762765
"(2406, 1)",629,0.3454146073585942
"(1101, 1)",467,0.25645249862712793
"(3717, 1)",252,0.13838550247116968
"(1030, 1)",149,0.08182317408017573
"(1688, 1)",161,0.08841295991213619
"(364, 1)",556,0.3053267435475014
"(3501, 1)",112,0.061504667764964306
"(3072, 1)",459,0.25205930807248766
"(3074, 1)",86,0.047226798462383306
"(3508, 1)",146,0.08017572762218561
"(1043, 1)",43,0.023613399231191653
"(597, 1)",484,0.26578802855573863
"(383, 1)",114,0.06260296540362438
"(2506, 1)",76,0.04173531026908292
"(3524, 1)",230,0.12630422844590883
"(1569, 1)",398,0.2185612300933553
"(2082, 1)",170,0.09335529928610653
"(3600, 1)",50,0.027457440966501923
"(3604, 1)",41,0.022515101592531575
"(2802, 1)",123,0.06754530477759473
"(3536, 1)",279,0.15321252059308071
"(3753, 1)",800,0.43931905546403077
"(3682, 1)",84,0.04612850082372323
"(2017, 1)",86,0.047226798462383306
"(3685, 1)",269,0.14772103239978035
"(3610, 1)",14,0.007688083470620538
"(1296, 1)",264,0.14497528830313014
"(838, 1)",242,0.13289401427786932
"(1007, 1)",113,0.06205381658429435
"(1947, 1)",390,0.214168039538715
"(2966, 1)",223,0.12246018671059858
"(266, 1)",418,0.22954420647995608
"(17, 1)",419,0.2300933552992861
"(1441, 1)",221,0.1213618890719385
"(1088, 1)",331,0.18176825919824272
"(912, 1)",764,0.4195496979681494
"(199, 1)",61,0.033498077979132346
"(1806, 1)",81,0.044481054365733116
"(2469, 1)",225,0.12355848434925865
"(2100, 1)",544,0.29873695771554093
"(1959, 1)",285,0.15650741350906094
"(1380, 1)",392,0.21526633717737506
"(569, 1)",59,0.032399780340472265
"(1674, 1)",471,0.2586490939044481
"(3565, 1)",176,0.09665019220208676
"(861, 1)",146,0.08017572762218561
"(1997, 1)",452,0.2482152663371774
"(1573, 1)",696,0.38220757825370677
"(474, 1)",473,0.25974739154310816
"(1221, 1)",794,0.43602416254805054
"(2336, 1)",463,0.2542559033498078
"(3425, 1)",33,0.018121911037891267
"(1393, 1)",670,0.36792970895112576
"(1682, 1)",493,0.27073036792970895
"(508, 1)",256,0.14058209774848984
"(3213, 1)",116,0.06370126304228446
"(42, 1)",99,0.054365733113673806
"(650, 1)",37,0.020318506315211423
"(3500, 1)",86,0.047226798462383306
"(3148, 1)",399,0.21911037891268534
"(2702, 1)",187,0.10269082921471719
"(1476, 1)",246,0.13509060955518945
"(1693, 1)",168,0.09225700164744646
"(151, 1)",279,0.15321252059308071
"(510, 1)",20,0.010982976386600769
"(4, 1)",71,0.03898956617243273
"(1621, 1)",36,0.019769357495881382
"(3155, 1)",149,0.08182317408017573
"(58, 1)",236,0.12959912136188906
"(2712, 1)",431,0.23668314113124655
"(2429, 1)",83,0.04557935200439319
"(1840, 1)",79,0.043382756727073035
"(1916, 1)",164,0.0900604063701263
"(1488, 1)",148,0.08127402526084569
"(230, 1)",164,0.0900604063701263
"(1120, 1)",209,0.11477210323997804
"(161, 1)",375,0.20593080724876442
"(1411, 1)",188,0.10323997803404723
"(524, 1)",320,0.1757276221856123
"(1059, 1)",230,0.12630422844590883
"(454, 1)",341,0.1872597473915431
"(1701, 1)",119,0.06534870950027458
"(1274, 1)",224,0.12300933552992861
"(741, 1)",161,0.08841295991213619
"(1277, 1)",177,0.09719934102141681
"(1639, 1)",403,0.2213069741900055
"(3528, 1)",136,0.07468423942888523
"(2297, 1)",169,0.0928061504667765
"(465, 1)",47,0.02580999450851181
"(1711, 1)",277,0.15211422295442065
"(538, 1)",138,0.0757825370675453
"(393, 1)",60,0.032948929159802305
"(2442, 1)",80,0.043931905546403076
"(73, 1)",110,0.06040637012630423
"(3246, 1)",210,0.11532125205930807
"(3173, 1)",377,0.2070291048874245
"(105, 1)",186,0.10214168039538715
"(253, 1)",279,0.15321252059308071
"(3250, 1)",157,0.08621636463481604
"(3252, 1)",266,0.14607358594179023
"(476, 1)",28,0.015376166941241077
"(111, 1)",555,0.30477759472817134
"(3259, 1)",189,0.10378912685337727
"(1589, 1)",245,0.13454146073585943
"(2023, 1)",352,0.19330038440417352
"(14, 1)",74,0.040637012630422846
"(337, 1)",332,0.18231740801757276
"(2314, 1)",45,0.02471169686985173
"(2600, 1)",203,0.11147721032399781
"(269, 1)",24,0.013179571663920923
"(555, 1)",300,0.16474464579901152
"(1660, 1)",94,0.05161998901702362
"(3265, 1)",163,0.08951125755079627
"(1735, 1)",126,0.06919275123558484
"(3481, 1)",922,0.5063152114222954
"(2686, 1)",311,0.17078528281164196
"(2688, 1)",344,0.18890719384953322
"(345, 1)",213,0.11696869851729819
"(2320, 1)",91,0.049972542559033495
"(25, 1)",456,0.2504118616144975
"(2324, 1)",595,0.32674354750137286
"(2329, 1)",338,0.185612300933553
"(1810, 1)",181,0.09939593629873696
"(2541, 1)",291,0.15980230642504117
"(1673, 1)",662,0.36353651839648543
"(1678, 1)",218,0.11971444261394838
"(1027, 1)",149,0.08182317408017573
"(2699, 1)",677,0.37177375068643603
"(282, 1)",80,0.043931905546403076
"(367, 1)",565,0.3102690829214717
"(223, 1)",700,0.3844041735310269
"(3298, 1)",323,0.17737506864360242
"(3948, 1)",621,0.34102141680395387
"(805, 1)",161,0.08841295991213619
"(3510, 1)",550,0.30203185063152116
"(300, 1)",354,0.19439868204283361
"(1777, 1)",433,0.23778143876990665
"(3301, 1)",310,0.1702361339923119
"(1343, 1)",301,0.16529379461834157
"(3160, 1)",754,0.414058209774849
"(529, 1)",308,0.16913783635365184
"(3452, 1)",170,0.09335529928610653
"(1060, 1)",404,0.22185612300933552
"(1356, 1)",659,0.36188907193849534
"(1358, 1)",565,0.3102690829214717
"(3178, 1)",291,0.15980230642504117
"(3751, 1)",751,0.4124107633168589
"(3826, 1)",198,0.10873146622734761
"(3755, 1)",584,0.32070291048874244
"(2302, 1)",433,0.23778143876990665
"(1148, 1)",431,0.23668314113124655
"(2166, 1)",69,0.03789126853377265
"(3253, 1)",511,0.28061504667764964
"(1584, 1)",707,0.3882482152663372
"(1223, 1)",218,0.11971444261394838
"(1446, 1)",101,0.05546403075233388
"(3623, 1)",630,0.34596375617792424
"(778, 1)",341,0.1872597473915431
"(1669, 1)",22,0.012081274025260845
"(3484, 1)",202,0.11092806150466776
"(3916, 1)",307,0.1685886875343218
"(1233, 1)",475,0.26084568918176826
"(1307, 1)",759,0.41680395387149916
"(3270, 1)",104,0.057111477210323995
"(1310, 1)",23,0.012630422844590884
"(428, 1)",123,0.06754530477759473
"(2622, 1)",228,0.12520593080724876
"(3358, 1)",219,0.12026359143327842
"(3359, 1)",226,0.1241076331685887
"(1756, 1)",28,0.015376166941241077
"(1320, 1)",420,0.23064250411861614
"(2124, 1)",332,0.18231740801757276
"(2125, 1)",184,0.10104338275672707
"(2054, 1)",501,0.2751235584843493
"(1252, 1)",570,0.3130148270181219
"(1254, 1)",203,0.11147721032399781
"(3869, 1)",266,0.14607358594179023
"(1256, 1)",274,0.15046677649643053
"(1257, 1)",206,0.11312465678198792
"(1831, 1)",351,0.1927512355848435
"(3363, 1)",495,0.27182866556836904
"(586, 1)",316,0.17353102690829214
"(587, 1)",506,0.27786930258099946
"(3438, 1)",272,0.14936847885777046
"(3439, 1)",139,0.07633168588687535
"(3296, 1)",92,0.050521691378363535
"(2496, 1)",165,0.09060955518945635
"(2497, 1)",83,0.04557935200439319
"(2, 1)",335,0.18396485447556288
"(2498, 1)",59,0.032399780340472265
"(153, 1)",374,0.20538165842943437
"(7, 1)",227,0.12465678198791873
"(2133, 1)",244,0.13399231191652938
"(2135, 1)",130,0.071389346512905
"(2136, 1)",103,0.05656232839099396
"(2137, 1)",215,0.11806699615595827
"(802, 1)",207,0.11367380560131796
"(2138, 1)",133,0.07303679297089512
"(1409, 1)",196,0.10763316858868753
"(1339, 1)",313,0.17188358045030203
"(1269, 1)",344,0.18890719384953322
"(2640, 1)",572,0.314113124656782
"(592, 1)",667,0.3662822624931356
"(596, 1)",251,0.13783635365183966
"(3447, 1)",24,0.013179571663920923
"(1918, 1)",325,0.17847336628226249
"(2140, 1)",339,0.18616144975288304
"(2072, 1)",144,0.07907742998352553
"(1271, 1)",284,0.15595826468973092
"(1345, 1)",255,0.1400329489291598
"(2077, 1)",76,0.04173531026908292
"(2078, 1)",330,0.1812191103789127
"(1276, 1)",421,0.2311916529379462
"(743, 1)",61,0.033498077979132346
"(671, 1)",233,0.12795167490389894
"(1278, 1)",548,0.30093355299286106
"(3525, 1)",170,0.09335529928610653
"(1927, 1)",122,0.06699615595826469
"(2657, 1)",654,0.35914332784184516
"(3388, 1)",145,0.07962657880285558
"(316, 1)",536,0.2943437671609006
"(317, 1)",309,0.1696869851729819
"(248, 1)",72,0.039538714991762765
"(2080, 1)",452,0.2482152663371774
"(1282, 1)",527,0.28940142778693023
"(1283, 1)",174,0.09555189456342669
"(750, 1)",648,0.35584843492586493
"(2087, 1)",295,0.16199890170236134
"(1286, 1)",135,0.07413509060955518
"(3608, 1)",357,0.19604612850082373
"(2662, 1)",265,0.1455244371224602
"(3466, 1)",103,0.05656232839099396
"(2300, 1)",317,0.1740801757276222
"(180, 1)",215,0.11806699615595827
"(329, 1)",488,0.26798462383305877
"(3034, 1)",164,0.0900604063701263
"(186, 1)",98,0.053816584294343765
"(2161, 1)",341,0.1872597473915431
"(3037, 1)",277,0.15211422295442065
"(2090, 1)",117,0.0642504118616145
"(3039, 1)",358,0.19659527732015375
"(2091, 1)",78,0.042833607907743
"(830, 1)",133,0.07303679297089512
"(2093, 1)",147,0.08072487644151564
"(904, 1)",475,0.26084568918176826
"(2094, 1)",375,0.20593080724876442
"(1292, 1)",287,0.15760571114772104
"(2096, 1)",255,0.1400329489291598
"(1294, 1)",524,0.28775398132894014
"(765, 1)",83,0.04557935200439319
"(2746, 1)",417,0.22899505766062603
"(1009, 1)",139,0.07633168588687535
"(1948, 1)",96,0.05271828665568369
"(333, 1)",198,0.10873146622734761
"(339, 1)",333,0.1828665568369028
"(2316, 1)",111,0.060955518945634266
"(1371, 1)",362,0.1987918725974739
"(2174, 1)",732,0.40197693574958815
"(1374, 1)",659,0.36188907193849534
"(1375, 1)",420,0.23064250411861614
"(915, 1)",160,0.08786381109280615
"(1376, 1)",543,0.2981878088962109
"(1377, 1)",500,0.2745744096650192
"(916, 1)",196,0.10763316858868753
"(918, 1)",93,0.051070840197693576
"(1012, 1)",137,0.07523338824821527
"(2826, 1)",351,0.1927512355848435
"(3629, 1)",140,0.07688083470620538
"(1015, 1)",123,0.06754530477759473
"(1016, 1)",84,0.04612850082372323
"(1019, 1)",293,0.16090060406370127
"(3489, 1)",323,0.17737506864360242
"(344, 1)",355,0.19494783086216363
"(275, 1)",39,0.0214168039538715
"(2252, 1)",91,0.049972542559033495
"(277, 1)",106,0.058209774848984076
"(923, 1)",508,0.27896760021965955
"(924, 1)",809,0.4442613948380011
"(3701, 1)",217,0.11916529379461833
"(3703, 1)",502,0.2756727073036793
"(926, 1)",168,0.09225700164744646
"(3704, 1)",349,0.1916529379461834
"(1020, 1)",188,0.10323997803404723
"(784, 1)",180,0.09884678747940692
"(858, 1)",1049,0.5760571114772103
"(1023, 1)",95,0.05216913783635365
"(1025, 1)",155,0.08511806699615596
"(2693, 1)",114,0.06260296540362438
"(1967, 1)",263,0.14442613948380012
"(351, 1)",120,0.06589785831960461
"(2405, 1)",334,0.18341570565623283
"(2407, 1)",475,0.26084568918176826
"(3066, 1)",87,0.047775947281713346
"(2193, 1)",375,0.20593080724876442
"(932, 1)",89,0.04887424492037342
"(1031, 1)",141,0.07742998352553541
"(1104, 1)",230,0.12630422844590883
"(1032, 1)",237,0.1301482701812191
"(435, 1)",262,0.14387699066447007
"(943, 1)",72,0.039538714991762765
"(3723, 1)",113,0.06205381658429435
"(1042, 1)",277,0.15211422295442065
"(370, 1)",192,0.10543657331136738
"(2423, 1)",241,0.13234486545853927
"(3153, 1)",120,0.06589785831960461
"(2424, 1)",400,0.21965952773201539
"(3086, 1)",31,0.017023613399231193
"(3087, 1)",240,0.13179571663920922
"(953, 1)",319,0.17517847336628226
"(954, 1)",172,0.09445359692476661
"(3591, 1)",264,0.14497528830313014
"(2863, 1)",252,0.13838550247116968
"(3593, 1)",136,0.07468423942888523
"(1125, 1)",180,0.09884678747940692
"(520, 1)",186,0.10214168039538715
"(3668, 1)",178,0.09774848984074684
"(2795, 1)",255,0.1400329489291598
"(1129, 1)",430,0.23613399231191654
"(2431, 1)",195,0.1070840197693575
"(62, 1)",248,0.13618890719384955
"(3309, 1)",12,0.006589785831960461
"(1633, 1)",135,0.07413509060955518
"(2436, 1)",56,0.030752333882482153
